ticker,peer_string,peer_list
MFG,"SHG,KB,SMFG,IBN","['SHG', 'KB', 'SMFG', 'IBN']"
MFGP,,['']
MFIN,"NABZY,NBHC,NBN,NA-CA","['NABZY', 'NBHC', 'NBN', 'NA-CA']"
MFL,,['']
MFM,,['']
MFNC,"IBCP,MCBC,MBWM,UNIB,FITB","['IBCP', 'MCBC', 'MBWM', 'UNIB', 'FITB']"
MFV,,['']
MG,"GE,TISI,EXPO,GLW,XOM,DD,HON,GD,CVX,LTBR","['GE', 'TISI', 'EXPO', 'GLW', 'XOM', 'DD', 'HON', 'GD', 'CVX', 'LTBR']"
MGA,"VC,DAN,JCI,ALV,AXL,BWA,LEA,F,STRT,MRE-CA","['VC', 'DAN', 'JCI', 'ALV', 'AXL', 'BWA', 'LEA', 'F', 'STRT', 'MRE-CA']"
MGEE,"LNT,CMS,DTE,XEL,WEC,AEP,ALE,AEE,OTTR","['LNT', 'CMS', 'DTE', 'XEL', 'WEC', 'AEP', 'ALE', 'AEE', 'OTTR']"
MGF,,['']
MGI,"WU,EEFT,GDOT,MA,WEX,QIWI,EBAY,V,GPN,FIS","['WU', 'EEFT', 'GDOT', 'MA', 'WEX', 'QIWI', 'EBAY', 'V', 'GPN', 'FIS']"
MGIC,"FORTY,ORCL,MSFT,IBM,SAP","['FORTY', 'ORCL', 'MSFT', 'IBM', 'SAP']"
MGLN,"TTEC,QNST,CSGP,ACN","['TTEC', 'QNST', 'CSGP', 'ACN']"
MGM,"LVS,BYD,WYNN,PENN,CNTY,MCRI","['LVS', 'BYD', 'WYNN', 'PENN', 'CNTY', 'MCRI']"
MGNX,"XNCR,PFE,MRK,GILD,AMGN,LLY,BMY","['XNCR', 'PFE', 'MRK', 'GILD', 'AMGN', 'LLY', 'BMY']"
MGP,"OPI,OLP,OHI,PARAUCO-CL","['OPI', 'OLP', 'OHI', 'PARAUCO-CL']"
MGPI,"BG,ADM,INGR,DD,VLO","['BG', 'ADM', 'INGR', 'DD', 'VLO']"
MGRC,"HEES,URI,AAN,RCII,GFN","['HEES', 'URI', 'AAN', 'RCII', 'GFN']"
MGTA,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
MGTX,"NVCR,NVAX,ONVO,ORTX","['NVCR', 'NVAX', 'ONVO', 'ORTX']"
MGU,,['']
MGY,"PRIO3-BR,PRMRF,PREXF,PRE-CA","['PRIO3-BR', 'PRMRF', 'PREXF', 'PRE-CA']"
MGYR,"OCFC,PFS,KRNY","['OCFC', 'PFS', 'KRNY']"
MHD,,['']
MHF,,['']
MHH,"HSON,BBSI,TBI,ASGN,KFRC,RHI,JOB,KELYA","['HSON', 'BBSI', 'TBI', 'ASGN', 'KFRC', 'RHI', 'JOB', 'KELYA']"
MHI,,['']
MHK,"TILE,AWI,DXYN,DOOR,TREX,BRK.A,FBHS","['TILE', 'AWI', 'DXYN', 'DOOR', 'TREX', 'BRK.A', 'FBHS']"
MHLD,"RE,RNR,AXS,RGA,SCRYY","['RE', 'RNR', 'AXS', 'RGA', 'SCRYY']"
MHN,,['']
MHO,"MDC,KBH,DHI,TMHC,PHM,BZH,NVR,MTH,HOV,LEN","['MDC', 'KBH', 'DHI', 'TMHC', 'PHM', 'BZH', 'NVR', 'MTH', 'HOV', 'LEN']"
MIC,"SKAS,PJET,MIC,AIR","['SKAS', 'PJET', 'MIC', 'AIR']"
MICT,"IIN,VICR,TATT,DEWY","['IIN', 'VICR', 'TATT', 'DEWY']"
MIDD,"TNC,SXI,ITW,MTW,DOV,WHR,EVI,GE,ELUXY","['TNC', 'SXI', 'ITW', 'MTW', 'DOV', 'WHR', 'EVI', 'GE', 'ELUXY']"
MIE,,['']
MIME,"PLAN,PLAY-CA,PLFX,PKK-CA","['PLAN', 'PLAY-CA', 'PLFX', 'PKK-CA']"
MIN,,['']
MIND,"GEOS,IO,NGS,CCI,ACY,HEES,BOLT","['GEOS', 'IO', 'NGS', 'CCI', 'ACY', 'HEES', 'BOLT']"
MITK,"FICO,NCR,NATI,FIS,SSNC,FISV,JKHY","['FICO', 'NCR', 'NATI', 'FIS', 'SSNC', 'FISV', 'JKHY']"
MITT,"ALX,TIPT,PSB,HST","['ALX', 'TIPT', 'PSB', 'HST']"
MIXT,"QCOM,PEP,TRMB,GOOGL,DHR","['QCOM', 'PEP', 'TRMB', 'GOOGL', 'DHR']"
MIY,,['']
MKC,"THS,CAG,HAIN,PEP,BGS,TSN,BRK.A","['THS', 'CAG', 'HAIN', 'PEP', 'BGS', 'TSN', 'BRK.A']"
MKC.V,"THS,CAG,HAIN,PEP,TSN,BRK.A,BGS","['THS', 'CAG', 'HAIN', 'PEP', 'TSN', 'BRK.A', 'BGS']"
MKGI,"TRZ-CA,VIVC,TMRR,SNNN","['TRZ-CA', 'VIVC', 'TMRR', 'SNNN']"
MKL,"SIGI,RLI,ACGL,WTM,XL,AFG","['SIGI', 'RLI', 'ACGL', 'WTM', 'XL', 'AFG']"
MKSI,"BRKS,ENTG,CGNX,AEIS,COHU,AMAT,AME,ESE,LRCX,ROP","['BRKS', 'ENTG', 'CGNX', 'AEIS', 'COHU', 'AMAT', 'AME', 'ESE', 'LRCX', 'ROP']"
MKTX,"GHL,OPY,SF,EVR","['GHL', 'OPY', 'SF', 'EVR']"
MLAB,"TMO,HBIO,AME,BRKR,MMM,STE,ANGO,DHR,RMTI,GE","['TMO', 'HBIO', 'AME', 'BRKR', 'MMM', 'STE', 'ANGO', 'DHR', 'RMTI', 'GE']"
MLCO,"PENN,MSC,MLCO,RRR","['PENN', 'MSC', 'MLCO', 'RRR']"
MLHR,"SCS,HNI,KNL,LZB,VIRC,LEG,KEQU","['SCS', 'HNI', 'KNL', 'LZB', 'VIRC', 'LEG', 'KEQU']"
MLI,"AA,TG,BRK.A,SPLP,KALU","['AA', 'TG', 'BRK.A', 'SPLP', 'KALU']"
MLM,"VMC,USLM,CRH,OXY","['VMC', 'USLM', 'CRH', 'OXY']"
MLND,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
MLP,"SJM,SENEA,AWR,CDZI,CWT,AWK,LANC,SJW","['SJM', 'SENEA', 'AWR', 'CDZI', 'CWT', 'AWK', 'LANC', 'SJW']"
MLPY,,['']
MLR,"SRI,OSK,AXL,SUP,POMO3-BR","['SRI', 'OSK', 'AXL', 'SUP', 'POMO3-BR']"
MLSS,"BIOL,APT,XRAY,ALGN,REMI","['BIOL', 'APT', 'XRAY', 'ALGN', 'REMI']"
MLVF,"WVFC,ESSA,PBIP,NWBI","['WVFC', 'ESSA', 'PBIP', 'NWBI']"
MMAC,"PBIC-CA,PHCF,PAX,ORCC","['PBIC-CA', 'PHCF', 'PAX', 'ORCC']"
MMC,"AON,VRSK,AXS,ACGL,PUK","['AON', 'VRSK', 'AXS', 'ACGL', 'PUK']"
MMD,,['']
MMI,"RLGY,FSRV,RMAX,PGRE","['RLGY', 'FSRV', 'RMAX', 'PGRE']"
MMLP,"NGL,PAA,LNG,EPD,GEL,KEX,CVX","['NGL', 'PAA', 'LNG', 'EPD', 'GEL', 'KEX', 'CVX']"
MMM,"HON,DHR,GE,ITW,JNJ,XRAY,AAPL,AMZN,ALGN,HPQ","['HON', 'DHR', 'GE', 'ITW', 'JNJ', 'XRAY', 'AAPL', 'AMZN', 'ALGN', 'HPQ']"
MMP,"PAA,HEP,NS,PSXP,MPLX,PAGP,DKL,BKEP,GEL","['PAA', 'HEP', 'NS', 'PSXP', 'MPLX', 'PAGP', 'DKL', 'BKEP', 'GEL']"
MMS,"FCN,HURN,ICFI,MGLN,HCKT,SRT,XRX,UNH,HPQ","['FCN', 'HURN', 'ICFI', 'MGLN', 'HCKT', 'SRT', 'XRX', 'UNH', 'HPQ']"
MMSI,"EW,BSX,ANGO,ICUI,TFX,MDT,JNJ","['EW', 'BSX', 'ANGO', 'ICUI', 'TFX', 'MDT', 'JNJ']"
MMT,,['']
MMU,,['']
MMYT,"EXPE,TRIP,CHGG,PCOM","['EXPE', 'TRIP', 'CHGG', 'PCOM']"
MN,"BX,CG,KKR,TROW","['BX', 'CG', 'KKR', 'TROW']"
MNDO,"CSGS,EVOL,DOX,MTSL,SNCR","['CSGS', 'EVOL', 'DOX', 'MTSL', 'SNCR']"
MNKD,"HALO,NVO,MRK,LLY,NKTR,PFE","['HALO', 'NVO', 'MRK', 'LLY', 'NKTR', 'PFE']"
MNOV,"LLY,TTNP,BDSI,SNY,ALKS,TEVA,NVS","['LLY', 'TTNP', 'BDSI', 'SNY', 'ALKS', 'TEVA', 'NVS']"
MNP,,['']
MNR,"WRE,WY,WPG,IRT","['WRE', 'WY', 'WPG', 'IRT']"
MNRO,"GPI,ORLY,AZO,AAP,AN,ABG,IEP,ASH","['GPI', 'ORLY', 'AZO', 'AAP', 'AN', 'ABG', 'IEP', 'ASH']"
MNST,"PEP,FIZZ,KO,REED","['PEP', 'FIZZ', 'KO', 'REED']"
MNTX,"MTW,HY,TEX,NC","['MTW', 'HY', 'TEX', 'NC']"
MO,"PM,BTI,VGR,XXII","['PM', 'BTI', 'VGR', 'XXII']"
MOD,"BWA,DAN,VC,JCI,HON,MTOR,SMP,CVGI,NAV","['BWA', 'DAN', 'VC', 'JCI', 'HON', 'MTOR', 'SMP', 'CVGI', 'NAV']"
MODN,"VEEV,ORCL,CERN,CSLT,HSTM,MDRX,SSNC","['VEEV', 'ORCL', 'CERN', 'CSLT', 'HSTM', 'MDRX', 'SSNC']"
MOFG,"ATLO,WTBA,QCRH,HWBK,GSBC,UMBF,EFSC,GFED,CBSH,WFC","['ATLO', 'WTBA', 'QCRH', 'HWBK', 'GSBC', 'UMBF', 'EFSC', 'GFED', 'CBSH', 'WFC']"
MOG.A,"GD,TDG,HON,CW,WWD,DCO,ATROB,ABT","['GD', 'TDG', 'HON', 'CW', 'WWD', 'DCO', 'ATROB', 'ABT']"
MOG.B,"GD,TDG,HON,ATRO,ABT,DCO,WWD,CW","['GD', 'TDG', 'HON', 'ATRO', 'ABT', 'DCO', 'WWD', 'CW']"
MOGO,"PPDF,OMF,NICK,NAVI","['PPDF', 'OMF', 'NICK', 'NAVI']"
MOGU,"RBZHF,QRTEB,PTS-CA,REAL","['RBZHF', 'QRTEB', 'PTS-CA', 'REAL']"
MOH,"HUM,MGLN,ANTM,CI","['HUM', 'MGLN', 'ANTM', 'CI']"
MOMO,"VRSN,GLUU,WIX,AKAM","['VRSN', 'GLUU', 'WIX', 'AKAM']"
MOR,,['']
MORN,"ENV,MSCI,TRI,FDS,VALU,DNB,MCO,FOX,TRI-CA,NWSA","['ENV', 'MSCI', 'TRI', 'FDS', 'VALU', 'DNB', 'MCO', 'FOX', 'TRI-CA', 'NWSA']"
MOS,"IPI,CF,BG,VALE,POT-CA","['IPI', 'CF', 'BG', 'VALE', 'POT-CA']"
MOSY,"RMBS,MU,IPHI,PXLW,GSIT","['RMBS', 'MU', 'IPHI', 'PXLW', 'GSIT']"
MOTS,"PECN,PEYE,PHG,PAVM","['PECN', 'PEYE', 'PHG', 'PAVM']"
MOV,"FOSL,GES,GEOS,NVRO","['FOSL', 'GES', 'GEOS', 'NVRO']"
MOXC,"GOOGL,YNDX,FB,JCOM","['GOOGL', 'YNDX', 'FB', 'JCOM']"
MPA,,['']
MPAA,"JCI,THRM,STRT,SRI","['JCI', 'THRM', 'STRT', 'SRI']"
MPB,"NWFL,PWOD,ACNB,BMTC,FRBK,CZNC,STBA,CCNE,UVSP,CNAF","['NWFL', 'PWOD', 'ACNB', 'BMTC', 'FRBK', 'CZNC', 'STBA', 'CCNE', 'UVSP', 'CNAF']"
MPC,"PSX,VLO,HFC,CVX,XOM,BP,DK","['PSX', 'VLO', 'HFC', 'CVX', 'XOM', 'BP', 'DK']"
MPLX,"PSXP,MMP,PAA,DKL,HEP,NS,MPC","['PSXP', 'MMP', 'PAA', 'DKL', 'HEP', 'NS', 'MPC']"
MPV,,['']
MPW,"HT,SRC,ALX,HTA","['HT', 'SRC', 'ALX', 'HTA']"
MPWR,"SMTC,MXIM,POWI,ADI,OIIM","['SMTC', 'MXIM', 'POWI', 'ADI', 'OIIM']"
MPX,"BC,MBUU,HZO","['BC', 'MBUU', 'HZO']"
MQT,,['']
MQY,,['']
MRAM,"PHO-CA,PLAB,POWI,PDFS","['PHO-CA', 'PLAB', 'POWI', 'PDFS']"
MRBK,"NABZY,NBHC,NBN,NA-CA","['NABZY', 'NBHC', 'NBN', 'NA-CA']"
MRC,"DNOW,KAMN,RS,CAS,CVX,MPC,PSX","['DNOW', 'KAMN', 'RS', 'CAS', 'CVX', 'MPC', 'PSX']"
MRCC,"OTRA,OXLC,OXSQ,PAC-CA","['OTRA', 'OXLC', 'OXSQ', 'PAC-CA']"
MRCY,"SMCI,SYNA,ALOT,IBM,GD,LMT,CW,DDD,INTC,TXT","['SMCI', 'SYNA', 'ALOT', 'IBM', 'GD', 'LMT', 'CW', 'DDD', 'INTC', 'TXT']"
MRIN,"ADBE,SREV,GOOGL","['ADBE', 'SREV', 'GOOGL']"
MRK,"PFE,JNJ,LLY,BMY,SNY,GSK,TEVA,NVS,ABT,AMGN","['PFE', 'JNJ', 'LLY', 'BMY', 'SNY', 'GSK', 'TEVA', 'NVS', 'ABT', 'AMGN']"
MRKR,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
MRLN,"WLFC,ACY,AL,MIND","['WLFC', 'ACY', 'AL', 'MIND']"
MRNA,"RGLS,MRK,ATHX,ALNY,NVS,ARWR,JNJ,DRNA","['RGLS', 'MRK', 'ATHX', 'ALNY', 'NVS', 'ARWR', 'JNJ', 'DRNA']"
MRNS,"ACRX,EGRX,ENDP,SUPN","['ACRX', 'EGRX', 'ENDP', 'SUPN']"
MRO,"COP,HES,MUR,CVX,RDS.A,OXY,DVN,XOM,REPYY,BP","['COP', 'HES', 'MUR', 'CVX', 'RDS.A', 'OXY', 'DVN', 'XOM', 'REPYY', 'BP']"
MRSN,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
MRTN,"HTLD,KNX,WERN,PTSI,USAK,RRTS","['HTLD', 'KNX', 'WERN', 'PTSI', 'USAK', 'RRTS']"
MRTX,"TA,HBP-CA,SPHS,NYMX,GNBT","['TA', 'HBP-CA', 'SPHS', 'NYMX', 'GNBT']"
MRUS,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
MRVL,"TXN,INTC,NVDA,STM,QCOM,DSPG","['TXN', 'INTC', 'NVDA', 'STM', 'QCOM', 'DSPG']"
MS,"GS,BAC,DB,JPM,UBS,C,BCS,CS","['GS', 'BAC', 'DB', 'JPM', 'UBS', 'C', 'BCS', 'CS']"
MSA,"MATW,NPO,HI,MOV","['MATW', 'NPO', 'HI', 'MOV']"
MSB,"MARPS,MSM,AIT","['MARPS', 'MSM', 'AIT']"
MSBI,"NABZY,NBHC,NBN,NA-CA","['NABZY', 'NBHC', 'NBN', 'NA-CA']"
MSC,"PENN,MSC,MLCO,RRR","['PENN', 'MSC', 'MLCO', 'RRR']"
MSCI,"TRI,MORN,FDS,BR,ENV,MCO,EQIX,TRI-CA,FOXA","['TRI', 'MORN', 'FDS', 'BR', 'ENV', 'MCO', 'EQIX', 'TRI-CA', 'FOXA']"
MSD,,['']
MSEX,"AWK,CDZI,AWR,YORW,SJW,CWT,ARTNA","['AWK', 'CDZI', 'AWR', 'YORW', 'SJW', 'CWT', 'ARTNA']"
MSFT,"ORCL,IBM,GOOGL,HPQ,CSCO,AAPL,SAP","['ORCL', 'IBM', 'GOOGL', 'HPQ', 'CSCO', 'AAPL', 'SAP']"
MSGN,"SJR,SJR.A-CA,ROKU,MSGN","['SJR', 'SJR.A-CA', 'ROKU', 'MSGN']"
MSI,"QCOM,HON,CSCO,HPQ,CAMP,WYY,ERIC,NOK,BB-CA","['QCOM', 'HON', 'CSCO', 'HPQ', 'CAMP', 'WYY', 'ERIC', 'NOK', 'BB-CA']"
MSM,"DXPE,FAST,AIT,LAWS,GWW,WCC,KAMN","['DXPE', 'FAST', 'AIT', 'LAWS', 'GWW', 'WCC', 'KAMN']"
MSN,"VOXX,KOSS,NC","['VOXX', 'KOSS', 'NC']"
MSON,"IART,SYK,SURG,AHPI,JNJ,ISRG,MDT","['IART', 'SYK', 'SURG', 'AHPI', 'JNJ', 'ISRG', 'MDT']"
MSTR,"TDC,PEGA,MSFT,IBM,EBAY,SPLK","['TDC', 'PEGA', 'MSFT', 'IBM', 'EBAY', 'SPLK']"
MSVB,"FSFG,OCFC,ESBK,BYFC","['FSFG', 'OCFC', 'ESBK', 'BYFC']"
MT,"PKX,GGB,NUE,X,TX,SID,CMC,VALE,CLF,CSNA3-BR","['PKX', 'GGB', 'NUE', 'X', 'TX', 'SID', 'CMC', 'VALE', 'CLF', 'CSNA3-BR']"
MTB,"WFC,BKU,CBSH,WTFC,BAC,PNC,EGBN,SHBI,EVBN,NBTB","['WFC', 'BKU', 'CBSH', 'WTFC', 'BAC', 'PNC', 'EGBN', 'SHBI', 'EVBN', 'NBTB']"
MTBC,"PCTY,PAXH,BCOR,PAYX","['PCTY', 'PAXH', 'BCOR', 'PAYX']"
MTC,"PAYC,PXPP,SSNC,MTC","['PAYC', 'PXPP', 'SSNC', 'MTC']"
MTCH,"PBYA,PAXH,PERI,PHA-CA","['PBYA', 'PAXH', 'PERI', 'PHA-CA']"
MTD,"DHR,WAT,BRKR,BIO,PKI,TMO,HBIO,XYL,BNSO","['DHR', 'WAT', 'BRKR', 'BIO', 'PKI', 'TMO', 'HBIO', 'XYL', 'BNSO']"
MTDR,"BCEI,CHK,MRO,DVN,CRK,EOG","['BCEI', 'CHK', 'MRO', 'DVN', 'CRK', 'EOG']"
MTEM,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
MTEX,"NATR,RELV,USNA,PRPH,NHTC,LCUT,HLF,NUS","['NATR', 'RELV', 'USNA', 'PRPH', 'NHTC', 'LCUT', 'HLF', 'NUS']"
MTG,"MBI,ESNT,AIG,ORI,RDN,NMIH,HTH","['MBI', 'ESNT', 'AIG', 'ORI', 'RDN', 'NMIH', 'HTH']"
MTH,"MHO,DHI,NVR,KBH,HOV,BZH,LGIH,MDC,LEN.B,NWHM","['MHO', 'DHI', 'NVR', 'KBH', 'HOV', 'BZH', 'LGIH', 'MDC', 'LEN.B', 'NWHM']"
MTL,"PKX,MT,X,NUE,BBL,BHP,SIMECB-MX,SID,RIO,CSNA3-BR","['PKX', 'MT', 'X', 'NUE', 'BBL', 'BHP', 'SIMECB-MX', 'SID', 'RIO', 'CSNA3-BR']"
MTLS,"VEEV,SPSC,EVOL,RP","['VEEV', 'SPSC', 'EVOL', 'RP']"
MTN,"HLT,MAR,H,SNOW,FUN","['HLT', 'MAR', 'H', 'SNOW', 'FUN']"
MTNB,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
MTOR,"CVGI,SRI,AXL,DAN,ALSN,SYPR,OSK","['CVGI', 'SRI', 'AXL', 'DAN', 'ALSN', 'SYPR', 'OSK']"
MTP,,['']
MTR,"MARPS,NRT,SJT,PBT,SBR,PHX","['MARPS', 'NRT', 'SJT', 'PBT', 'SBR', 'PHX']"
MTRN,"LQMT,BRK.A,RS,IPI","['LQMT', 'BRK.A', 'RS', 'IPI']"
MTRX,"MYRG,PRIM,GLDD,EME,TISI,OII,DWSN,TTI","['MYRG', 'PRIM', 'GLDD', 'EME', 'TISI', 'OII', 'DWSN', 'TTI']"
MTSI,"IPHI,AVGO,TXN,SWKS","['IPHI', 'AVGO', 'TXN', 'SWKS']"
MTSL,"MNDO,IBM,BOSC,NICE,EPAY","['MNDO', 'IBM', 'BOSC', 'NICE', 'EPAY']"
MTT,,['']
MTW,"TEX,CMCO,CAT,DE,KMTUY,DOV,GENC,MNTX,MIDD","['TEX', 'CMCO', 'CAT', 'DE', 'KMTUY', 'DOV', 'GENC', 'MNTX', 'MIDD']"
MTX,"MLM,OLN,SCL,FMC,EMN","['MLM', 'OLN', 'SCL', 'FMC', 'EMN']"
MTZ,"PWR,DY,PRIM,MYRG,FLR","['PWR', 'DY', 'PRIM', 'MYRG', 'FLR']"
MU,"INTC,STM,PLAB,MOSY,NLST,RMBS,WDC","['INTC', 'STM', 'PLAB', 'MOSY', 'NLST', 'RMBS', 'WDC']"
MUA,,['']
MUC,,['']
MUDS,"OTRA,OXLC,OXSQ,PAC-CA","['OTRA', 'OXLC', 'OXSQ', 'PAC-CA']"
MUE,,['']
MUFG,"NABZY,NBHC,NBN,NA-CA","['NABZY', 'NBHC', 'NBN', 'NA-CA']"
MUI,,['']
MUJ,,['']
MUR,"COP,CVX,MRO,HES,XOM,DVN,VLO,TOT,RDS.A,BP","['COP', 'CVX', 'MRO', 'HES', 'XOM', 'DVN', 'VLO', 'TOT', 'RDS.A', 'BP']"
MUSA,"TA,CASY,CLNE,VLO,MPC","['TA', 'CASY', 'CLNE', 'VLO', 'MPC']"
MUX,"AUY,GPL,NEM,EGO","['AUY', 'GPL', 'NEM', 'EGO']"
MVBF,"TRST,COF,STT,NYCB","['TRST', 'COF', 'STT', 'NYCB']"
MVF,,['']
MVIS,"MU,TXN,EMAN,KOPN,IIN,VICR,DPW,QBAK,HIMX,VIDE","['MU', 'TXN', 'EMAN', 'KOPN', 'IIN', 'VICR', 'DPW', 'QBAK', 'HIMX', 'VIDE']"
MVO,"DMLP,CHKR,MTR,PHX,SBR,PBT","['DMLP', 'CHKR', 'MTR', 'PHX', 'SBR', 'PBT']"
MVT,,['']
MWA,"CIR,WTS,CW,FLS,BMI,MLI,ITRI","['CIR', 'WTS', 'CW', 'FLS', 'BMI', 'MLI', 'ITRI']"
MX,"CRUS,AOSL,HIMX,LPL,STM","['CRUS', 'AOSL', 'HIMX', 'LPL', 'STM']"
MXC,"LPI,PXD,XEC,EOG","['LPI', 'PXD', 'XEC', 'EOG']"
MXE,,['']
MXF,,['']
MXIM,"ADI,TXN,MCHP,CRUS,SMTC,SLAB,STM","['ADI', 'TXN', 'MCHP', 'CRUS', 'SMTC', 'SLAB', 'STM']"
MXL,"NXPI,INTC,SLAB,AAOI","['NXPI', 'INTC', 'SLAB', 'AAOI']"
MYC,,['']
MYD,,['']
MYE,"CMT,BERY,VKSC,DSWL,TRS,DOV,PKOH,CTIB,NPO","['CMT', 'BERY', 'VKSC', 'DSWL', 'TRS', 'DOV', 'PKOH', 'CTIB', 'NPO']"
MYFW,"NABZY,NBHC,NBN,NA-CA","['NABZY', 'NBHC', 'NBN', 'NA-CA']"
MYGN,"BIO,EXAS,BIOC,BMRN,ABT,BGMD","['BIO', 'EXAS', 'BIOC', 'BMRN', 'ABT', 'BGMD']"
MYI,,['']
MYJ,,['']
MYN,,['']
MYO,"PDCO,OMRX,PETV,PINC","['PDCO', 'OMRX', 'PETV', 'PINC']"
MYOV,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
MYRG,"PRIM,MTRX,PWR,DY,MTZ,ENG,TTEK","['PRIM', 'MTRX', 'PWR', 'DY', 'MTZ', 'ENG', 'TTEK']"
MYSZ,"REAL,RENN,REDFY","['REAL', 'RENN', 'REDFY']"
NAC,,['']
NAD,,['']
NAII,"MTEX,ABT,ACET,ELTP,INIS,CYAN","['MTEX', 'ABT', 'ACET', 'ELTP', 'INIS', 'CYAN']"
NAK,"SA,AUY,AAU,NG,YRI-CA,ETG-CA,SEA-CA,NG-CA,NGD-CA,NGD","['SA', 'AUY', 'AAU', 'NG', 'YRI-CA', 'ETG-CA', 'SEA-CA', 'NG-CA', 'NGD-CA', 'NGD']"
NAKD,"COLM,RL,UA,SQBG","['COLM', 'RL', 'UA', 'SQBG']"
NAN,,['']
NAOV,"PECN,PEYE,PHG,PAVM","['PECN', 'PEYE', 'PHG', 'PAVM']"
NAT,"TK,SFL,FRO,CPLP,TNK,DHT,GLNG,TGP,ASC,KNOP","['TK', 'SFL', 'FRO', 'CPLP', 'TNK', 'DHT', 'GLNG', 'TGP', 'ASC', 'KNOP']"
NATH,"DPZ,CAKE,PBPB,JACK,CNK,CAG,SIX","['DPZ', 'CAKE', 'PBPB', 'JACK', 'CNK', 'CAG', 'SIX']"
NATI,"DHR,A,SNPS,AME,GIGA,TER,WTT,ANSS","['DHR', 'A', 'SNPS', 'AME', 'GIGA', 'TER', 'WTT', 'ANSS']"
NATR,"USNA,NUS,MTEX,OGEN,RELV,PRPH,HLF","['USNA', 'NUS', 'MTEX', 'OGEN', 'RELV', 'PRPH', 'HLF']"
NAV,"PCAR,OSK,CMI,CAT,F,CNHI,WNC","['PCAR', 'OSK', 'CMI', 'CAT', 'F', 'CNHI', 'WNC']"
NAVB,"GE,CNRD,LLY,INIS,ICAD,FONR,CAH","['GE', 'CNRD', 'LLY', 'INIS', 'ICAD', 'FONR', 'CAH']"
NAVI,"NNI,LEAF,LC,SCHW","['NNI', 'LEAF', 'LC', 'SCHW']"
NAZ,,['']
NBB,,['']
NBEV,"MLCL-CA,MINE,MLHC,MNST","['MLCL-CA', 'MINE', 'MLHC', 'MNST']"
NBH,,['']
NBHC,"JPM,GBCI,UMBF,CBSH,FRC,C,BBVA,USB,ZION,HBMD","['JPM', 'GBCI', 'UMBF', 'CBSH', 'FRC', 'C', 'BBVA', 'USB', 'ZION', 'HBMD']"
NBIX,"RGEN,RPRX,PTN,LLY,ABBV,PFE,CASI,ANIP,ATHX","['RGEN', 'RPRX', 'PTN', 'LLY', 'ABBV', 'PFE', 'CASI', 'ANIP', 'ATHX']"
NBLX,"PRIO3-BR,PRMRF,PREXF,PRE-CA","['PRIO3-BR', 'PRMRF', 'PREXF', 'PRE-CA']"
NBN,"UNB,BHB,CAC,FNLC,INDB,EBTC,BHLB,WASH,BRKL,CNBKA","['UNB', 'BHB', 'CAC', 'FNLC', 'INDB', 'EBTC', 'BHLB', 'WASH', 'BRKL', 'CNBKA']"
NBO,,['']
NBR,"PTEN,HP,PD-CA","['PTEN', 'HP', 'PD-CA']"
NBRV,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
NBTB,"CBU,FLIC,SBNY,FISI,AROW,KEY,TMP,EVBN","['CBU', 'FLIC', 'SBNY', 'FISI', 'AROW', 'KEY', 'TMP', 'EVBN']"
NBW,,['']
NBY,"OGEN,JNJ,NNVC,SIGA","['OGEN', 'JNJ', 'NNVC', 'SIGA']"
NC,"ATVK,TEX,DGDM,MSN,BNSO,SPB","['ATVK', 'TEX', 'DGDM', 'MSN', 'BNSO', 'SPB']"
NCA,,['']
NCBS,"NKSH,FFIN,SMMF,CARE","['NKSH', 'FFIN', 'SMMF', 'CARE']"
NCLH,"CCL,RCL,CUK,CKH","['CCL', 'RCL', 'CUK', 'CKH']"
NCMI,"LAMR,IPG,OMC,CMCSA,FOXA,MSFT","['LAMR', 'IPG', 'OMC', 'CMCSA', 'FOXA', 'MSFT']"
NCNA,"ORTH-CA,OTIC,OTLC,ORIC","['ORTH-CA', 'OTIC', 'OTLC', 'ORIC']"
NCR,"DBD,HPQ,PAR,AGYS,ZBRA,USAT","['DBD', 'HPQ', 'PAR', 'AGYS', 'ZBRA', 'USAT']"
NCSM,"PSI-CA,RCON,OIS,OII","['PSI-CA', 'RCON', 'OIS', 'OII']"
NCTY,"NTES,GIGM,IGT,OTEX","['NTES', 'GIGM', 'IGT', 'OTEX']"
NCV,,['']
NCZ,,['']
